Source_File,ID,Task description,Task reference,CAT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,NAV 1 LIGHT,MEL 33-40-01,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: NAV 2 LIGHT,MEL 33-40-02,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,LANDING LIGHT,MEL 33-40-03,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: LANDING LIGHT EXTENSION/ RETRACTION SYSTEM,MEL 33-40-04,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,RUNWAY TURNOFF LIGHT,MEL 33-40-05,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: TAXI AND TAKEOFF LIGHT.,MEL 33-40-06,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,BEACON LIGHT,MEL 33-40-08,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,WING SCAN LIGHT,MEL 33-40-09,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: STROBE LIGHT,MEL 33-40-10,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,OPERATIONAL CHECK OF THE STANDBY COMPASS INCLUDING LIGHT TEST AND VISUAL CHECK,AMM 34-22-00-710-001-A,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE BITE TEST OF THE MMR,AMM 34-36-00-740-003-A,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE OPERATIONAL TEST OF THE ILS,AMM 34-36-00-710-003-A,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,OPERATIONAL TEST OF THE FULL FACE/ QUICK DONNING OXYGEN MASKS,AMM 35-12-41-710-001-A,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,DETAILED INSPECTION OF PORTABLE OXYGEN MASK,AMM 35-30-00-220-001-A,DI
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,"CHECK CONNECTING HOSE, MASK AND PRESSURE ON CYLINDER PRESSURE GAUGE",AMM 35-32-42-210-002-A,I/C
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: VISUAL INSPECTION OF THE PORTABLE OXYGEN CYLINDERS,AMM 35-32-42-210-001-A,I/C
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,CYLINDER-OXYGEN STORAGE-REMOVAL/INSTALLATION,AMM 35-11-41-04,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,FUNCTIONAL CHECK OF LOW PRESSURE SWITCH,AMM 35-12-00-710-001-A,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,T/S CAPT OXYGEN MASK FAILED THE TEST,TSM 35-10-00,T/S
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,PORTABLE OXYGEN UNIT,MEL 35-30-01,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,FUNCTIONAL TEST OF THE HP BLEED VALVE WITH THE BLEED TEST SET (CFM56),AMM 36-11-51-720-001,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: FUNCTIONAL TEST OF THE OPENING OF THE BLEED-PRESSURE REGULATOR VALVE (PRV) WITH THE BLEED TEST SET (CFM56),AMM 36-11-52-720-001,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: FUNCTIONAL TEST OF THE OVERPRESSURE VALVES WITH THE BLEED TEST SET (CFM56),AMM 36-11-53-720-001,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: FUNCTIONAL TEST OF THE OPENING OF THE FAN AIR VALVE WITH THE BLEED TEST SET (CFM56),AMM 36-11-54-720-001,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: FUNCTIONAL TEST OF SENSE LINE (CFM56),AMM 36-11-00-720-008 OR AMM 36-11-00-720-009 OR AMM 36-11-00-720-010 OR AMM 36-11-00-720-011 OR AMM 36-11-00-720-012 OR AMM 36-11-00-720-013,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,REMOVAL/INSTALLATION OF THE HIGH PRESSURE BLEED VALVE (CFM56),AMM 36-11-51-000/400-042-A,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: REMOVAL/INSTALLATION OF THE BLEED PRESSURE REGULATOR VALVE (CFM56),AMM 36-11-52-000/400-042-A,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: REMOVAL/INSTALLATION OF THE OVERPRESSURE VALVE (CFM56),AMM 36-11-53-000/400-001-A,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: REMOVAL/INSTALLATION OF THE FAN AIR VALVE (CFM56),AMM 36-11-54-000/400-001-A,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,FUNCTIONAL TEST OF THE BLEED MONITORING PRESSURE SENSOR (BMPS) WITH THE BLEED TEST SET (PW1100),AMM 36-11-15-720-802 OR AMM 36-11-15-720-805,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: FUNCTIONAL TEST OF THE BLEED PRESSURE SENSOR (BPS) WITH THE BLEED TEST SET (PW1100),AMM 36-11-16-720-802 OR AMM 36-11-16-720-807,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: LEAK TEST OF THE BLEED PRESSURE SENSOR (BPS) SENSE LINE WITH THE BLEED TEST SET (PW1100),AMM 36-11-00-790-806,I/C
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: LEAK TEST OF THE BLEED MONITORING PRESSURE SENSOR (BMPS) SENSE LINE WITH THE BLEED TEST SET (PW1100),AMM 36-11-00-790-807,I/C
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: LEAK TEST OF THE DIFFERENTIAL PRESSURE SENSOR (DPS) SENSE LINES WITH THE BLEED TEST SET (PW1100),AMM 36-11-00-790-811,I/C
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,REMOVAL/INSTALLATION OF THE HP BLEED VALVE (HPV) (PW1100),AMM 36-11-51-000/400-802-A,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: REMOVAL/INSTALLATION OF THE BLEED PRESSURE-REGULATOR VALVE (PW1100),AMM 36-11-52-000/400-802-A,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: REMOVAL/INSTALLATION OF THE OVERPRESSURE VALVE (PW1100),AMM 36-11-53-000/400-802-A,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: REMOVAL/INSTALLATION OF THE FAN AIR VALVE (PW1100),AMM 36-11-54-04,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: FUNCTIONAL TEST OF THE HP BLEED VALVE WITH THE TEST SET (PW1100),AMM 36-11-51-720-804 AMM 36-11-51-720-809,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: FUNCTIONAL TEST OF THE PRESSURE REGULATOR VALVE WITH THE TEST SET (PW1100),AMM 36-11-52-720-811 AMM 36-11-52-720-816,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: FUNCTIONAL TEST OF THE OVERPRESSURE VALVE WITH THE BLEED TEST SET (PW1100),AMM 36-11-53-720-802 AMM 36-11-53-720-805,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: FUNCTIONAL TEST OF THE OPENING OF THE FAN AIR VALVE WITH THE BLEED TEST SET (PW1100),AMM 36-11-54-720-804 AMM 36-11-54-720-807,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,TS AIR ENG BLEED FAULT,TSM 36-11-00,T/S
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,TS ENG BLEED SYSTEM (CFM/PW1100),TSM 36-11-00,T/S
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,TS MAINTENANCE STATUS: AIR BLEED,TSM 36-00-00,T/S
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,AIR BLEED MAINTENANCE MESSAGE.,MEL 36-00-01,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ENGINE BLEED VALVE (PRV),MEL 36-11-02,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: ENGINE BLEED OVERPRESSURE VALVE,MEL 36-11-03,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: ENGINE BLEED FAN AIR VALVE,MEL 36-11-04,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: ENGINE BLEED HP VALVE,MEL 36-11-07,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,APU BLEED AIR SUPPLY SYSTEM,MEL 36-12-01,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: APU BLEED VALVE,MEL 36-12-02,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,BITE TEST OF THE VACUUM TOILET SYSTEM,AMM 38-31-00-740-001-A,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,"DISINFECTION OF POTABLE WATER SYSTEM AND DISCARD OF WATER FILTER ELEMENTS, IF INSTALLED",AMM 38-10-00-670-002-A,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,REMOVAL/INSTALLATION OF THE FLUSH VALVE,AMM 38-31-57-04,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: BLOCKAGE REMOVAL (ORBITAL FLUSH VALVE),AMM 38-30-00-615-002,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: REMOVAL/INSTALLATION OF THE WASTE TANK TRANSMITTER (40MG),AMM 38-31-62,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,OPERATIONAL TEST OF THE WASTE/ WATER DRAIN SYSTEM,AMM 38-32-00-710-002-A,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,TS RINSE WATER KEEPS FLOWING IN TOILET BOWL,TSM 38-31-00-810-819-A,T/S
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: TS LAVS CAN NOT FLUSH,TSM 38-31-00-810-824-A,T/S
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: TS LIQUID LEVEL TRANSMITTER FAILURE,TSM 38-31-00-810-837-A,T/S
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,SENSOR-OXYGEN-REMOVAL/ INSTALLATION,AMM 47-41-15-04,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: REMOVAL/ INSTALLATION OF SENSOR-TEMPERATURE,AMM 47-41-11-04,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: REMOVAL/ INSTALLATION OF SENSOR-PRESSURE,AMM 47-41-13-04,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,D-ULPA FILTER ELEMENT REPLACEMENT,AMM 47-10-41-920-001-A,SGH
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,BITE TEST OF THE IGGS WITH BLEED AIR,AMM 47-31-34-740-001-A,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: BITE TEST OF THE IGGS WITHOUT BLEED AIR,AMM 47-31-34-740-001-A01,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,FAILURE OF THE INERTING SYSTEM FAULT,TSM 47-11-00,T/S
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,FUEL TANK INERTING SYSTEM,MEL 47-10-01,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,REMOVAL/ INSTALLATION OF THE POWER PLANT,AMM 49-11-11-04,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,SELF-TEST OF THE ECB,AMM 49-00-00-710-009-A,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,OPERATIONAL TEST OF THE APU-FUEL LOW-PRESSURE CIRCUIT,AMM 49-31-00-710-003-A,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,"DETAILED INSPECTION OF APU AIR INTAKE, DIFFUSER ELBOW, SEALS AND FELT METAL",AMM 49-16-00-200-002-A,DI
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,REPLACEMENT OF THE FUEL FILTER (131-9(A)),AMM 49-32-41-920-001,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,REMOVAL/INSTALLATION OF IGNITER PLUG,AMM 49-41-41-04,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: REMOVAL/INSTALLATION OF THE IGNITION UNIT,AMM 49-41-38-04,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: REMOVAL/INSTALLATION OF IGNITER LEAD,AMM 49-41-43-04,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,REMOVAL/INSTALLATION OF THE STARTER MOTOR,AMM 49-42-51-04,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,CHECK WEAR INDICATOR OF STARTER MOTOR BRUSH,AMM 49-42-51-200-008-A,I/C
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,REMOVAL/INSTALLATION OF THE OIL COOLER,AMM 49-91-44-04,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: REMOVAL/INSTALLATION OF DE-OIL SOLENOID,AMM 49-91-49-04,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: REMOVAL/INSTALLATION OF THE OIL-COOLER OUTLET-DUCT,AMM 49-52-41-04,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,REMOVE AND DISCARD OIL FILTER ELEMENTS (131-9(A)),AMM 49-91-41-200-002,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,T/S ECAM WARNING: APU AUTO SHUTDOWN,TSM 49-00-81,T/S
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: T/S MAINTENANCE STATUS: APU,TSM 49-00-81,T/S
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: TS FAILURE MESSAGE: AIR INTAKE FLAP-ACTUATOR,"TSM 49-16-00, 49-00-81",T/S
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: T/S FAILURE MESSAGE: STARTER MOTOR / APU ROTATION,TSM 49-00-81-810-830-A,T/S
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: TS FAILURE MESSAGE: GEN SCAV + LUBE FILTERS,TSM 49-00-81-810-849-A,T/S
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: T/S OIL SMOKE AT THE APU EXHAUST,TSM 49-00-81-810-889-A,T/S
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: T/S FUMES IN THE CABIN/OIL SMOKE AT THE APU EXHAUST,TSM 49-00-81-810-874-A,T/S
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,APU MAINTENANCE MESSAGE,MEL 49-00-01,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: INDICATIONS ON THE APU SD PAGE,MEL 49-07-01,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: POWER PLANT (APU),MEL 49-10-01,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: APU AIR INTAKE FLAP,MEL 49-10-02,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,DAMAGE CLASSIFICATION AND MEASURE DIMENSION OF DAMAGE,SRM 51-11-00 OR SRM 51-77-10,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: DAMAGE REPORTING /DATA RECORD OF ALLOWABE DAMAGE,"SRM 51-11-13 OR SRM, 51-11-15",M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: NEGILIBLE DAMAGE,SRM 51-73-11,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,TEMPORARY SKIN PROTECTION USING HIGH SPEED TAPE,SRM 51-77-12-911-001 OR SRM 51-77-13-911-009,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,DETAILED INSPECTION OF DOOR SEALS,AMM 52-10-00-220-006-A,DI
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,OPERATIONAL TEST OF THE DAMPING FUNCTION OF THE DOOR-DAMPER AND EMERGENCY- OPERATION CYLINDER WHEN YOU OPEN AND CLOSE THE PASSENGER/CREW DOOR,AMM 52-10-00-710-001-A,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,OPERATIONAL TEST OF THE DOOR WARNING SYSTEM,AMM 52-71-00-710-001-A,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ADJUSTMENT OF PROXIMITY SWITCHES,AMM 52-71-00-05,AT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,T/S CARGO DOOR OPEN/LOCKED INDICATOR INOP,TSM 52-35-00-810-801-A OR TSM 52-35-00-810-802-A,T/S
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,2.,T/S DOOR PAX INDICATION,TSM 52-11/13-00,T/S
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,CABIN DOOR PERMANENTLY INDICATED OPEN ON THE DOOR/OXY SD PAGE,MEL 52-07-01,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: CARGO DOOR INDICATION ON THE DOOR/OXY SD PAGE,MEL 52-07-05,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: CABIN DOOR,MEL 52-10-01,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,CARGO DOOR ELECTRICAL CONTROL.,MEL 52-30-03,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: CARGO DOORS OPEN/LOCKED INDICATOR LIGHT,MEL 52-30-07,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,CDLS NORMAL SYSTEM,MEL 52-51-01,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: LOCK FUNCTION OF THE COCKPIT DOOR SW,MEL 52-53-03,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: UNLOCK FUNCTION OF THE COCKPIT DOOR SW,MEL 52-53-04,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,RADOME-REMOVAL/ INSTALLATION,AMM 53-15-11-04,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,DETAILED INSPECTION OF THE RADOME,AMM 53-15-11-200-001-A/A01,DI
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,STRUCTURE DAMAGE ASSESSMENT DAMAGE ON CARGO FLOOR PANEL,SRM 53,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,STRUCTURE DAMAGE ASSESSMENT FUSELAGE SKIN PLATES-ALLOWABLE DENTS,SRM 53,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,STRUCTURE DAMAGE ASSESSMENT ALLOWABLE REWORK ON FUSELAGE SKIN,SRM 53,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,STRUCTURE DAMAGE ASSESSMENT BURN MARK ON FUSELAGE SKIN,SRM 53,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,INSPECTION FOR MISSING FASTENERS ON THE PYLON FAIRING PANELS (CFM56),AMM 54-50-00-200-003-A,I/C
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,DETAILED INSPECTION OF PYLON FIRE SEALS (CFM56),AMM 54-50-00-220-807-A,DI
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,REMOVAL/INSTALLATION OF THE PYLON LATERAL ACCESS-DOORS (CFM56),AMM 54-51-21-000/400-001-A,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: REMOVAL/INSTALLATION OF THE ACCESS PANELS (CFM56),AMM 54-52-11-000-002-B,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: REMOVAL/INSTALLATION OF THE PYLON-TO-WING ACCESS PANELS (CFM56),AMM 54-53-11-000-002-B,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ASSESSMENT OF DENT DAMAGE ON LIPSKIN OF ENGINE INTAKE COWL (CFM56),NSRM,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: ASSESSMENT OF DAMAGE ON INNER BARREL OF ENGINE INTAKE COWL (CFM56),NSRM,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: ASSESSMENT OF CRACKED DAMAGE ON PRECOOLER FAIRING (CFM56),SRM 54-52-11,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: ASSESSMENT OF THRUST REVERSER AFT RING LIGHTNING STRIKE (CFM56),NSRM,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,AERODYNAMIC SEAL (CFM56),CDL 54-06,CDL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,DETAILED INSPECTION OF KARMAN FAIRING FIRE SEALS (PW1100),AMM 54-50-00-220-802-A,DI
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: DETAILED INSPECTION OF NOSE FIRE SEAL (PW1100),AMM 54-50-00-220-803-A,DI
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: DETAILED INSPECTION OF RMF BLOCK SEAL AND RMF FIRE FINGER SEAL (PW1100),AMM  54-50-00-220-804-A,DI
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,REMOVAL/INSTALLATION OF THE ACCESS SKIN PANELS (PW1100),AMM 54-52-11-000/400-805-A,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALLOWABLE DAMAGE ON THS LEADING EDGE SKIN PLATE,SRM 55-12-11,I/C
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: ALLOWABLE DAMAGE ON VERTICAL STABILIZER LEADING EDGE,SRM 55-32-11,I/C
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: DETAILED INSPECTION OF HORIZONTAL STABILIZER JACK FITTING AND SURROUNDING EXTERNAL STRUCTURE,AMM 55-16-34-200-001-A,DI
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,INSPECTION OF THE WINDSHIELDS,AMM 56-11-11-200-001-A,I/C
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: INSPECTION OF THE FIXED WINDOWS,AMM 56-11-12-200-001-A,I/C
